age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Mortgage
41,9,41,1,0,0,0,56,44422,2,5,12,2,0,6,3,11,31,9.771,0
64,39,64,1,0,0,0,41,41044,1,34,36,5,0,1,1,11,47,12.862,0
27,1,27,0,0,0,0,25,44425,5,40,48,7,3,2,1,17,57,7.699,1
68,38,68,1,0,0,0,51,35085,3,26,36,3,0,2,1,13,34,9.192,0
33,2,33,1,0,0,0,39,52454,2,41,48,5,0,2,2,16,44,9.179,0
45,15,45,0,0,0,0,45,28259,4,31,36,4,0,2,2,11,43,9.883,0
47,19,47,0,0,0,0,53,35079,2,6,12,2,0,3,2,8,37,11.645,0
39,6,39,1,0,0,0,43,45807,7,29,36,4,0,0,0,10,45,0.0,0
48,16,48,0,0,0,0,63,54901,3,33,36,1,0,0,0,11,24,0.0,0
38,9,38,0,0,0,0,74,44710,3,40,48,0,0,5,3,9,15,11.157,0
32,2,32,1,0,0,0,61,39812,7,40,48,1,0,2,1,8,30,10.022,0
51,26,51,0,0,0,1,58,47049,5,27,36,1,1,3,23,10,31,30.46,0
42,17,42,0,0,0,0,53,36371,5,28,36,2,1,3,8,9,36,14.725,0
39,11,39,1,0,0,0,50,26173,4,29,36,3,0,2,1,11,37,9.135,0
46,17,46,1,0,0,0,73,41038,2,31,36,0,0,3,2,8,17,11.942,0
39,10,39,1,0,0,0,65,38236,5,20,24,0,1,0,0,10,23,0.0,0
42,6,42,0,0,0,0,44,33138,5,-6,0,4,0,0,0,11,43,0.0,0
49,21,49,1,0,0,0,52,35294,4,32,36,3,1,0,0,11,35,0.0,0
37,9,37,1,0,0,0,39,53177,6,22,24,5,1,4,2,18,42,8.429,0
37,9,37,0,0,0,0,36,54046,2,-1,0,5,0,0,0,20,42,0.0,0
18,0,18,0,0,0,0,48,50242,5,11,24,3,0,1,1,9,41,7.946,0
27,0,27,1,0,0,0,54,38919,7,28,36,2,0,0,0,11,33,0.0,0
52,24,52,1,0,0,0,63,48458,2,26,36,1,0,0,0,5,30,0.0,0
42,13,42,1,0,0,0,57,24971,2,39,48,2,0,3,3,10,32,11.247,0
48,20,48,1,0,0,0,34,40974,4,21,24,6,0,3,1,6,59,7.822,0
57,24,57,0,0,0,0,59,37492,1,-1,0,1,0,0,0,9,30,0.0,0
31,1,31,0,0,0,0,73,55012,7,26,36,0,2,3,2,10,16,12.193,1
36,10,36,0,0,0,0,61,49806,6,11,24,1,1,5,26,20,17,32.911,0
50,14,50,0,0,0,0,46,46626,3,11,12,4,0,6,2,12,41,9.031,0
16,0,16,0,0,0,0,51,28327,5,7,12,3,1,4,2,10,37,10.597,0
34,5,34,0,0,0,0,49,32040,7,-6,0,3,0,0,0,11,39,0.0,0
42,14,42,0,0,0,0,54,48026,4,14,24,2,1,2,2,10,35,12.746,0
34,4,34,1,0,0,0,57,69227,3,5,12,2,0,4,1,13,28,11.933,0
27,0,27,1,0,0,0,62,35412,7,21,24,1,0,3,2,8,28,8.883,0
23,0,23,1,0,0,0,57,47997,7,11,12,2,0,2,1,12,29,9.926,0
55,28,55,1,0,0,0,43,35389,4,-2,0,4,0,0,0,11,44,0.0,0
49,22,49,0,0,0,0,54,47057,5,-4,0,2,0,0,0,12,33,0.0,0
23,0,23,1,0,0,1,40,62605,5,41,48,5,1,1,29,12,47,35.619,0
22,0,22,0,0,0,0,64,54564,5,36,48,1,0,4,2,16,19,10.029,0
24,0,24,1,0,0,0,53,40936,6,15,24,3,5,0,0,14,31,0.0,1
40,12,40,0,0,0,0,59,36981,7,37,48,2,3,0,0,8,32,0.0,1
32,3,32,0,0,0,0,59,39825,4,20,24,1,2,4,1,15,25,9.666,1
36,10,36,0,0,0,0,64,26090,4,21,24,1,3,3,2,14,20,11.027,1
41,9,41,1,0,0,0,50,44400,3,29,36,3,0,3,2,5,44,9.848,0
40,10,40,1,0,0,0,64,38763,6,14,24,1,1,2,1,12,23,11.412,0
73,46,73,1,0,0,0,34,44381,2,29,36,6,3,2,1,17,47,10.231,1
51,21,51,0,0,0,0,59,36448,2,0,12,1,2,2,0,14,26,0.0,0
19,0,19,1,0,0,0,48,30506,5,22,24,3,0,1,1,10,40,12.679,0
16,0,16,1,0,0,0,29,42458,5,35,36,7,0,6,3,29,41,11.023,0
46,18,46,0,0,0,0,39,29423,4,29,36,5,0,4,3,16,44,9.321,0
12,0,12,0,0,0,0,42,43166,5,6,12,4,1,4,2,26,31,12.721,0
23,0,23,0,0,0,0,65,34589,7,-5,0,0,1,0,0,13,21,0.0,0
53,24,53,1,0,0,0,56,35118,5,22,24,2,1,4,3,13,29,9.261,0
37,8,37,0,0,0,0,53,35308,7,34,36,2,0,0,0,17,28,0.0,0
36,5,36,0,0,0,0,48,23869,5,0,12,3,1,1,0,12,38,0.0,0
43,12,43,0,0,0,0,55,47951,4,35,48,2,0,0,0,8,36,0.0,0
35,0,35,0,0,0,0,60,39894,7,-5,0,1,0,0,0,10,28,0.0,0
35,6,35,0,0,0,0,64,49859,4,13,24,0,1,4,1,12,22,7.996,0
42,9,42,1,0,0,0,59,33278,7,-3,0,1,2,0,0,8,32,0.0,1
41,10,41,1,0,0,0,53,26305,7,40,48,2,2,3,1,19,26,9.692,1
58,31,58,1,0,0,0,60,48000,6,29,36,1,0,5,2,5,34,8.631,0
39,9,39,0,0,0,0,54,43168,7,33,36,2,0,0,0,8,36,0.0,0
40,11,40,0,0,0,0,42,23537,5,-4,0,4,1,0,0,16,41,0.0,0
50,20,50,1,0,0,0,62,35412,6,22,24,1,0,2,1,8,28,12.869,0
32,2,32,0,0,0,0,42,41319,2,39,48,4,3,4,1,7,50,8.826,0
36,4,36,0,1,1,0,77,54383,6,34,36,0,4,0,0,11,10,0.0,1
33,0,33,0,0,0,0,60,31926,5,22,24,2,0,4,2,11,27,11.824,0
36,10,36,1,0,0,0,61,42570,4,23,24,1,0,2,1,14,23,11.499,0
47,18,47,1,0,0,0,62,41136,3,26,36,1,1,3,1,10,26,8.017,0
27,0,27,1,0,0,0,64,35935,6,-5,0,1,1,0,0,13,22,0.0,1
24,0,24,1,0,0,0,58,47769,7,22,24,1,3,3,1,12,28,10.572,1
48,22,48,1,0,0,0,50,50942,6,19,24,3,0,0,0,10,39,0.0,0
38,11,38,1,0,0,0,59,55252,2,40,48,1,0,3,2,7,33,8.984,0
44,13,44,0,0,0,0,53,53201,2,15,24,2,4,0,0,11,35,0.0,0
23,0,23,0,0,0,0,57,52644,5,22,24,2,0,4,2,13,29,10.739,0
53,22,53,0,0,0,1,46,45862,3,19,24,4,0,0,3,9,44,12.17,0
34,6,34,1,0,0,0,63,28320,7,15,24,1,1,1,1,9,26,12.622,0
39,8,39,1,0,0,0,69,50793,7,-4,0,0,0,0,0,5,24,0.0,0
41,6,41,1,0,0,0,49,41049,4,36,48,3,2,0,0,12,38,0.0,1
30,0,30,1,0,0,0,49,43999,4,-5,0,3,2,1,0,13,36,0.0,0
31,2,31,1,0,0,0,45,55252,5,26,36,4,0,0,0,14,39,0.0,0
30,2,30,1,0,0,0,53,54846,3,-5,0,2,1,0,0,8,37,0.0,0
36,3,36,1,0,0,0,62,42382,3,33,36,1,2,0,0,11,26,0.0,0
46,16,46,1,0,0,0,57,41083,6,-5,0,2,4,1,0,14,28,0.0,1
37,10,37,1,0,0,0,65,31880,7,31,36,0,0,0,0,5,29,0.0,0
46,15,46,0,0,0,0,62,41980,6,-4,0,1,1,0,0,10,26,0.0,0
37,10,37,1,0,0,0,59,49895,2,-3,0,1,0,0,0,8,31,0.0,0
47,17,47,0,0,0,0,56,54944,4,29,36,2,1,3,1,11,32,9.849,0
43,15,43,1,0,0,0,60,51509,4,14,24,1,0,0,0,8,31,0.0,0
56,33,56,0,0,0,0,46,32022,5,23,36,4,0,0,0,12,41,0.0,0
38,11,38,0,0,0,0,61,30513,3,35,48,1,2,0,0,12,26,0.0,0
39,11,39,0,0,0,0,50,34934,3,33,36,3,0,1,3,16,32,12.41,0
38,9,38,0,0,0,0,61,25074,2,26,36,1,0,0,0,9,28,0.0,0
37,11,37,0,0,0,0,56,48593,7,12,24,2,0,4,1,12,31,7.396,0
51,21,51,0,0,0,0,55,34494,5,-1,0,2,0,0,0,10,33,0.0,0
48,18,48,0,0,0,0,64,26143,7,-4,0,1,3,0,0,10,24,0.0,0
38,10,38,0,0,0,0,60,46622,7,40,48,1,3,0,0,8,31,0.0,1
43,17,43,1,0,0,0,64,61324,2,21,24,0,4,4,2,13,21,9.936,1
46,14,46,0,0,0,0,53,40349,5,21,24,2,0,0,0,13,32,0.0,0
32,5,32,1,0,0,0,46,39262,7,6,12,3,0,0,0,14,39,0.0,0
33,8,33,1,0,0,0,57,33680,2,40,48,2,0,2,2,7,34,11.426,0
51,23,51,0,0,0,0,58,55007,3,9,12,2,3,0,0,13,27,0.0,1
31,7,31,0,0,0,0,46,42370,3,-2,0,4,0,1,0,13,39,0.0,0
39,7,39,0,0,0,0,75,51469,4,38,48,0,2,4,2,5,19,12.132,0
10,0,10,0,0,0,0,65,53423,3,30,36,0,1,1,1,13,20,7.532,0
32,5,32,1,0,1,0,54,40986,3,6,12,2,3,5,2,8,37,9.549,0
52,20,52,1,0,0,0,44,48302,2,31,36,4,0,4,1,14,41,8.169,0
66,38,66,0,0,0,0,55,54598,6,22,24,2,1,0,0,16,27,0.0,0
36,6,36,1,0,0,0,30,50605,5,29,36,6,0,2,2,16,52,10.526,0
28,1,28,1,0,0,0,53,50141,3,-1,0,2,0,0,0,15,31,0.0,0
40,11,40,0,0,0,0,52,46623,6,28,36,3,4,0,0,11,36,0.0,1
25,0,25,0,0,0,0,45,28252,3,18,24,4,0,4,1,13,41,7.589,0
24,0,24,0,0,0,0,59,19933,5,31,36,2,1,0,0,15,24,0.0,0
19,0,19,1,0,0,0,46,41109,6,25,36,4,0,0,0,17,35,0.0,0
51,21,51,1,0,0,0,47,37973,5,34,36,4,4,1,1,14,38,9.836,0
46,17,46,1,0,0,0,42,51531,5,10,12,4,0,3,1,13,44,8.092,0
36,6,36,0,0,0,0,54,30507,4,27,36,2,1,0,0,11,33,0.0,0
55,25,55,1,0,0,0,59,40994,4,17,24,1,3,0,0,10,30,0.0,0
47,18,47,0,0,0,0,50,35367,4,38,48,3,0,0,0,11,37,0.0,0
43,9,43,0,0,0,0,58,28309,4,19,24,2,3,0,0,8,33,0.0,0
35,2,35,1,0,0,0,53,39795,6,40,48,2,0,2,1,6,39,10.496,0
41,8,41,0,0,0,0,50,46642,3,26,36,3,1,0,0,7,42,0.0,0
58,28,58,1,0,0,0,42,41973,2,10,12,4,1,0,0,14,42,0.0,0
40,10,40,0,0,0,0,60,51917,2,-4,0,1,3,0,0,13,26,0.0,0
53,24,53,0,0,0,0,55,37998,6,33,36,2,3,1,1,18,26,8.679,1
47,13,47,1,0,0,0,55,31338,3,40,48,2,0,3,2,11,33,8.695,0
51,21,51,1,0,0,0,61,32139,1,15,24,1,1,3,1,8,29,9.229,0
47,22,47,1,0,0,0,57,38040,6,16,24,2,1,0,0,8,34,0.0,0
39,7,39,1,0,0,0,68,48261,3,40,48,0,2,2,1,10,21,7.999,0
33,2,33,0,0,0,0,49,42534,3,5,12,3,0,2,1,12,38,9.406,0
24,0,24,0,0,0,0,46,73223,5,37,48,4,0,4,2,13,39,8.733,0
30,0,30,0,0,0,0,52,51934,7,37,48,3,1,4,1,11,35,13.219,0
24,0,24,0,0,0,0,52,26231,5,20,24,3,0,0,0,10,36,0.0,0
36,6,36,1,0,0,0,46,50126,6,23,24,4,1,0,0,12,40,0.0,0
22,0,22,0,0,0,0,62,42445,3,12,24,1,0,6,24,10,26,30.991,0
48,18,48,0,0,0,0,54,42564,2,24,36,2,0,2,1,11,34,8.292,0
35,0,35,0,0,0,0,66,48030,2,29,36,0,1,2,1,1,31,9.792,0
38,5,38,0,0,0,0,52,47923,4,8,12,3,5,2,1,12,34,11.722,1
26,0,26,0,0,0,0,67,55253,5,15,24,0,0,0,0,15,17,0.0,0
45,16,45,1,0,0,0,62,46630,2,13,24,1,1,0,0,19,18,0.0,0
49,22,49,0,0,0,0,56,31571,3,40,48,2,1,0,0,6,37,0.0,0
54,28,54,1,0,0,0,59,50878,2,14,24,2,1,2,9,14,26,15.857,0
30,0,30,0,0,0,0,35,41007,5,32,36,5,0,0,0,14,49,0.0,0
35,7,35,1,0,0,0,69,26958,2,11,12,0,0,0,0,10,19,0.0,0
62,33,62,0,0,0,0,57,38240,4,37,48,2,0,5,2,8,33,9.886,0
38,7,38,0,0,0,0,55,28736,6,27,36,2,1,1,4,10,34,12.42,0
29,0,29,0,0,0,0,62,17751,4,15,24,1,1,4,3,10,27,9.591,0
26,0,26,0,0,0,0,58,28283,5,31,36,2,1,0,0,3,37,0.0,0
19,0,19,1,0,0,0,48,45696,7,19,24,3,0,0,0,21,30,0.0,0
23,0,23,0,0,0,0,41,42296,4,27,36,4,0,2,1,17,40,9.783,0
43,13,43,0,1,0,0,81,51413,2,16,24,1,1,0,0,8,9,0.0,0
81,53,81,0,0,1,0,70,19906,2,37,48,0,1,3,3,10,19,10.41,0
56,28,56,1,0,0,0,60,47355,1,13,24,1,0,4,1,7,32,7.652,0
36,8,36,0,0,0,0,52,48669,5,17,24,3,0,0,0,5,42,0.0,0
47,17,47,1,0,0,0,62,61131,5,26,36,1,1,3,2,7,30,9.574,0
29,0,29,0,0,0,0,46,50954,3,24,36,4,1,0,0,6,46,0.0,0
34,9,34,0,0,0,0,34,46072,7,8,12,6,1,0,0,18,46,0.0,1
17,0,17,0,0,0,0,56,43117,6,-5,0,2,0,0,0,11,32,0.0,0
62,34,62,0,0,0,0,57,29996,2,9,12,2,2,3,2,7,34,8.921,0
15,0,15,1,0,0,0,46,39270,7,-6,0,4,0,0,0,10,43,0.0,0
47,18,47,0,0,0,0,69,40728,4,31,36,0,0,0,0,9,21,0.0,0
50,20,50,0,0,0,0,61,51768,1,8,12,1,0,0,0,5,33,0.0,0
44,13,44,1,0,0,0,58,44787,2,24,36,2,1,3,3,9,31,9.655,0
43,16,43,0,0,0,0,64,55255,6,22,24,1,0,2,1,10,25,7.612,0
38,12,38,0,0,0,0,57,54363,7,11,24,2,0,0,0,11,31,0.0,0
41,9,41,1,0,0,0,57,26963,3,15,24,2,1,6,1,9,32,11.059,0
55,27,55,1,0,0,0,42,51539,1,27,36,4,0,0,0,16,41,0.0,0
35,6,35,0,0,0,0,51,50636,7,40,48,3,0,3,2,13,34,11.807,0
38,9,38,1,0,0,0,50,36451,6,-1,0,3,1,0,0,14,34,0.0,0
29,1,29,0,0,0,0,59,55323,6,29,36,2,0,1,3,8,32,9.907,0
46,17,46,1,0,0,0,57,50057,6,9,12,2,0,4,1,12,30,9.822,0
44,12,44,0,0,0,0,47,31590,3,-5,0,3,0,0,0,15,36,0.0,0
37,8,37,0,0,0,0,57,41761,4,22,24,2,0,3,2,10,31,9.522,0
41,11,41,1,0,0,0,57,54392,6,7,12,1,1,5,3,9,32,9.416,0
47,17,47,0,0,0,0,48,54649,4,34,36,3,3,4,2,14,36,8.363,1
29,0,29,0,0,0,0,33,38139,6,12,24,6,0,5,2,16,49,11.151,0
37,2,37,0,0,0,0,44,32028,4,39,48,4,1,4,2,11,43,13.177,0
52,24,52,0,0,0,0,63,23120,1,18,24,1,1,0,0,13,23,0.0,0
36,10,36,0,0,0,0,47,26341,3,39,48,4,3,0,0,11,41,0.0,0
17,0,17,0,0,0,0,50,39303,5,26,36,3,0,3,3,9,40,11.348,0
19,0,19,0,0,0,0,55,31914,2,-1,0,2,2,0,0,9,35,0.0,0
51,24,51,1,0,0,0,60,50864,1,10,12,1,4,2,1,9,30,8.446,0
49,19,49,0,0,0,0,44,55286,1,6,12,4,1,0,0,10,44,0.0,0
32,1,32,1,0,0,0,61,28277,3,12,24,1,0,1,1,13,24,11.512,0
41,9,41,1,0,0,0,48,54856,4,10,12,3,0,4,23,11,39,30.467,0
31,1,31,0,0,0,0,28,52327,2,35,48,7,1,1,1,17,54,9.846,0
50,15,50,1,0,0,0,58,65251,5,5,12,1,1,1,1,10,30,8.112,0
33,4,33,1,0,0,0,57,42623,7,21,24,2,0,1,1,10,31,7.669,0
32,0,32,1,0,0,0,56,32444,4,22,24,2,1,4,1,8,35,11.74,0
36,7,36,1,0,0,0,53,28636,5,23,24,3,1,0,0,15,30,0.0,0
38,5,38,0,0,0,0,52,47923,4,8,12,3,5,2,1,12,34,11.722,1
48,19,48,1,0,0,0,63,35396,3,6,12,1,2,2,1,16,19,9.546,0
27,0,27,1,0,0,0,64,28263,2,18,24,1,0,4,2,6,29,10.905,0
34,4,34,0,0,0,0,46,38212,7,23,36,4,1,0,0,16,37,0.0,0
34,4,34,0,0,0,0,51,37861,2,-5,0,2,1,0,0,13,34,0.0,0
44,13,44,0,0,0,0,60,50866,5,35,48,1,1,0,0,10,29,0.0,0
36,13,36,1,0,0,0,56,48584,4,8,12,2,1,2,1,14,28,8.127,0
34,4,34,1,0,0,0,63,27452,6,41,48,1,1,0,0,6,30,0.0,1
55,27,55,0,0,1,0,66,32444,5,26,36,0,3,0,0,13,20,0.0,1
13,0,13,0,0,0,0,61,54862,6,15,24,1,0,2,1,8,30,9.499,0
39,10,39,0,0,0,0,51,46631,4,22,24,3,0,3,1,7,41,9.932,0
33,1,33,1,0,0,0,55,48324,6,34,36,2,0,2,1,7,36,12.116,0
41,12,41,1,0,0,0,53,38543,6,15,24,2,0,0,0,11,35,0.0,0
53,25,53,0,0,0,0,52,30138,3,30,36,3,1,3,1,12,34,9.292,0
64,32,64,1,0,0,0,65,46131,3,36,48,0,0,4,1,8,25,11.127,0
39,9,39,0,0,0,0,63,41117,3,17,24,1,2,0,0,7,28,0.0,0
30,3,30,0,0,0,0,52,39926,5,5,12,3,0,0,0,13,33,0.0,0
39,11,39,1,0,1,0,54,52700,7,30,36,2,2,3,1,9,36,9.359,0
16,0,16,1,0,0,0,55,26972,3,33,36,2,0,3,2,11,32,10.303,0
30,0,30,1,0,0,0,49,43999,4,-5,0,3,2,1,0,13,36,0.0,0
18,0,18,0,0,0,0,38,34959,6,12,24,5,3,3,1,18,43,11.13,0
28,0,28,0,0,1,0,50,53262,6,11,24,3,1,1,18,13,36,25.961,0
48,19,48,0,0,0,0,44,35070,3,40,48,4,1,3,2,15,39,8.986,0
80,49,80,0,0,0,0,41,45451,2,15,24,4,1,3,2,12,46,11.232,0
51,22,51,1,0,0,0,55,46050,3,7,12,2,1,0,0,9,34,0.0,0
39,16,39,1,0,0,0,38,47975,4,10,12,5,2,0,0,16,44,0.0,0
28,2,28,0,0,0,0,60,44420,5,5,12,1,1,0,0,8,30,0.0,0
42,12,42,1,0,0,0,37,54927,5,0,12,5,0,0,0,8,54,0.0,0
49,17,49,1,0,0,0,63,32917,3,31,36,1,0,0,0,6,29,0.0,0
49,21,49,1,0,0,0,63,54006,1,37,48,1,0,0,0,10,26,0.0,0
34,2,34,0,0,0,0,57,55059,4,41,48,2,4,3,1,8,33,12.682,1
43,18,43,1,0,0,0,58,23959,3,22,24,2,1,2,2,19,22,8.911,0
25,0,25,1,0,0,0,52,54628,3,35,48,3,1,3,1,9,37,12.16,0
34,4,34,0,0,0,0,39,26596,7,6,12,5,0,2,1,11,49,10.22,0
23,0,23,1,0,0,0,53,44358,6,13,24,3,1,0,0,13,32,0.0,1
54,27,54,1,0,0,0,53,55309,1,26,36,2,1,0,0,20,26,0.0,0
45,19,45,0,0,0,0,32,41024,2,23,36,6,0,0,0,16,51,0.0,0
39,8,39,1,0,0,0,46,45749,6,29,36,4,0,4,1,10,43,11.722,0
31,4,31,1,0,0,0,47,61281,6,40,48,3,0,1,1,14,37,7.812,0
48,18,48,0,0,0,0,64,51503,5,31,36,1,0,3,1,11,24,8.699,0
31,0,31,0,0,0,0,40,55017,3,18,24,5,0,0,0,8,50,0.0,0
15,0,15,0,0,0,0,60,36481,6,11,24,1,0,3,2,10,28,11.148,0
33,5,33,1,0,0,0,53,51481,3,37,48,2,0,0,0,15,30,0.0,0
50,22,50,0,0,0,0,65,50833,2,41,48,0,0,3,1,5,28,11.937,0
28,0,28,0,0,0,0,74,45507,4,29,36,0,1,0,0,6,19,0.0,0
27,0,27,1,0,0,0,66,51014,3,40,48,0,0,0,0,8,25,0.0,0
62,31,62,0,0,0,0,58,40231,2,37,48,1,0,5,3,5,35,10.464,0
35,2,35,0,0,0,0,45,32154,3,9,12,4,1,0,0,10,44,0.0,0
40,16,40,0,0,0,0,55,42663,2,9,12,2,2,3,2,10,33,9.308,0
41,12,41,1,0,0,0,62,44093,3,24,36,1,1,2,1,10,26,12.299,0
32,3,32,1,0,0,0,69,55479,2,22,24,0,1,2,1,8,22,8.932,0
37,10,37,1,0,0,0,62,38191,7,23,24,1,0,2,1,11,26,8.389,0
43,15,43,1,0,0,0,53,49708,2,13,24,2,0,0,0,15,30,0.0,0
53,22,53,1,0,0,0,64,55027,2,36,48,1,0,0,0,9,25,0.0,0
29,0,29,1,0,0,0,70,19906,3,12,24,0,0,2,1,10,19,9.217,0
33,0,33,1,0,1,0,65,36713,2,8,12,0,0,4,2,13,21,10.746,0
40,11,40,1,0,0,0,53,34698,3,11,24,2,0,3,1,9,37,12.949,0
45,15,45,0,0,0,0,69,54959,6,16,24,0,1,3,1,12,17,10.953,1
59,27,59,0,0,0,0,45,51506,5,15,24,4,0,4,2,15,38,11.227,0
47,19,47,1,0,0,0,59,69170,3,36,48,1,0,2,1,7,33,8.162,0
49,22,49,1,0,0,0,35,52579,2,22,24,5,0,4,1,13,51,10.482,0
48,18,48,0,0,0,0,64,26143,7,-4,0,1,3,0,0,10,24,0.0,1
19,0,19,1,0,0,0,47,29936,6,31,36,4,0,0,0,14,38,0.0,0
38,10,38,0,0,0,0,47,48046,7,40,48,3,0,2,23,12,39,30.105,0
48,17,48,1,0,0,0,61,38029,7,39,48,1,0,2,1,7,30,13.232,0
32,0,32,0,0,0,0,53,39384,6,26,36,3,2,2,1,9,36,8.559,1
49,20,49,0,0,0,0,66,48048,6,-5,0,0,0,0,0,10,22,0.0,0
18,0,18,1,0,0,0,71,33109,3,40,48,0,1,3,1,11,16,8.082,0
35,5,35,0,0,0,0,68,29828,7,11,24,0,1,2,1,10,20,8.566,0
49,16,49,0,0,0,0,69,41148,3,-3,0,0,0,1,0,2,27,0.0,0
64,32,64,0,0,0,0,65,41806,6,17,24,0,0,6,23,8,25,30.299,0
40,10,40,1,0,0,0,33,48044,6,28,36,6,1,0,0,15,50,0.0,0
46,17,46,0,0,0,0,49,48456,3,34,36,3,0,2,1,11,39,13.069,0
40,9,40,0,0,1,0,54,41300,3,30,36,2,2,4,2,13,32,8.861,0
42,8,42,1,0,0,0,63,44445,4,24,36,1,0,2,1,16,20,8.932,0
48,21,48,0,0,0,0,41,55405,6,32,36,4,4,0,0,13,44,0.0,1
23,0,23,0,0,0,0,49,44449,5,14,24,3,2,0,0,10,39,0.0,0
20,0,20,0,0,0,0,69,46996,4,17,24,0,2,0,0,10,19,0.0,1
35,5,35,0,0,0,0,61,39342,2,14,24,1,0,2,1,8,29,10.812,0
39,8,39,0,0,0,0,36,40745,2,-5,0,5,0,0,0,21,42,0.0,0
35,0,35,1,0,0,0,55,31685,2,11,24,2,1,0,0,10,34,0.0,0
21,0,21,1,0,0,0,61,55893,3,38,48,1,0,2,1,13,24,9.499,0
44,11,44,1,0,0,0,60,45507,3,40,48,1,1,0,0,9,30,0.0,0
19,0,19,1,0,0,0,64,44397,5,-3,0,1,0,1,0,5,29,0.0,0
51,22,51,0,0,0,0,52,50972,3,40,48,3,1,1,1,11,36,7.882,0
32,2,32,0,0,0,0,77,39492,3,25,36,1,2,3,3,7,14,10.728,0
44,18,44,1,0,0,0,63,51919,6,14,24,1,0,2,1,11,25,7.872,0
41,11,41,1,0,0,0,48,34775,7,-4,0,3,0,1,0,10,41,0.0,0
62,33,62,1,0,0,0,44,38107,5,19,24,4,0,0,0,10,44,0.0,0
35,5,35,0,0,0,0,49,50245,3,29,36,3,0,1,1,11,39,11.959,0
24,0,24,1,0,0,0,48,41963,5,39,48,3,0,3,1,14,36,12.382,0
46,14,46,0,0,0,0,49,32037,7,13,24,3,0,1,5,15,34,15.07,0
26,0,26,1,0,0,1,28,55409,5,13,24,7,1,4,26,13,57,32.853,0
36,6,36,1,0,0,0,49,46863,2,7,12,3,4,0,0,15,34,0.0,1
52,23,52,1,0,0,0,50,35888,2,27,36,3,1,0,0,12,37,0.0,0
29,3,29,1,0,0,0,42,35853,7,29,36,4,1,2,1,16,40,9.327,0
48,17,48,0,0,0,0,61,33727,5,35,48,1,0,3,2,12,26,9.195,0
18,0,18,0,0,1,0,60,28301,2,15,24,1,3,3,1,10,28,10.582,1
50,22,50,1,0,0,0,45,30972,3,5,12,4,3,0,0,8,45,0.0,0
36,5,36,1,0,0,0,62,26167,5,-3,0,1,0,0,0,5,32,0.0,0
46,13,46,0,0,0,0,54,54251,4,26,36,2,3,0,0,11,33,0.0,1
66,34,66,0,0,0,0,55,47987,2,40,48,2,0,1,1,13,31,10.187,0
23,0,23,0,0,0,0,57,33980,4,29,36,2,1,0,0,11,30,0.0,0
33,1,33,1,0,0,0,64,38180,4,41,48,0,3,1,1,5,30,7.686,0
16,0,16,1,0,0,0,53,53243,4,29,36,2,2,0,0,10,36,0.0,0
36,10,36,0,0,0,0,60,46006,4,34,36,1,0,0,0,12,27,0.0,0
39,11,39,0,0,0,0,73,32031,5,22,24,0,2,2,1,8,18,10.816,1
37,8,37,1,0,0,0,59,39898,7,21,24,1,0,0,0,11,28,0.0,0
41,13,41,1,0,0,0,63,39840,3,12,24,1,0,0,0,8,28,0.0,0
28,0,28,0,0,0,0,47,39876,6,34,36,4,2,3,1,8,43,12.922,1
42,13,42,0,0,0,0,45,37605,7,11,12,4,0,0,0,10,44,0.0,0
22,0,22,1,0,0,0,51,46205,3,15,24,3,1,3,1,11,37,7.299,0
66,35,66,0,0,0,0,46,50159,4,38,48,4,0,4,1,17,35,9.099,0
41,13,41,0,0,0,0,59,47413,3,12,24,1,2,3,2,9,31,12.821,0
35,7,35,1,0,0,0,61,48108,3,12,24,1,0,6,9,13,24,16.039,0
20,0,20,0,0,0,0,53,55284,3,23,24,2,3,3,2,19,26,12.802,0
40,8,40,1,0,0,0,54,37473,5,-5,0,2,2,0,0,8,37,0.0,0
47,16,47,1,0,0,0,42,39862,2,-3,0,4,0,0,0,15,42,0.0,0
27,0,27,1,0,0,0,37,40971,5,0,12,5,2,0,0,11,51,0.0,0
58,28,58,0,0,0,0,55,37493,3,-2,0,2,0,0,0,13,30,0.0,0
31,0,31,0,0,0,0,52,55292,5,28,36,3,0,0,0,13,34,0.0,0
43,15,43,1,0,0,0,63,29564,6,40,48,1,0,0,0,11,25,0.0,0
42,9,42,1,0,0,0,38,42296,5,29,36,5,0,0,27,13,47,34.23,0
34,1,34,1,0,0,0,61,70884,3,39,48,1,0,2,19,11,27,25.574,0
29,0,29,0,0,0,0,50,37532,4,-5,0,3,4,1,0,13,36,0.0,1
42,11,42,0,0,0,0,45,31609,3,7,12,4,3,0,0,14,40,0.0,1
44,19,44,1,0,0,0,44,21366,2,17,24,4,1,3,2,15,40,10.521,0
49,18,49,1,0,1,0,55,48605,6,31,36,2,3,4,1,11,32,7.536,1
35,2,35,0,0,0,0,56,46617,7,22,24,2,1,4,1,10,33,11.939,1
38,8,38,1,0,0,0,55,53398,7,23,24,2,0,0,0,9,34,0.0,0
35,3,35,1,0,0,0,35,44401,4,9,12,5,2,6,5,14,49,12.392,1
