age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Pension
17,0,17,1,0,0,0,76,47096,6,40,48,0,4,3,1,6,16,8.216,0
31,3,31,1,0,0,0,49,41098,7,22,24,3,7,0,0,7,42,0.0,0
40,16,40,0,0,0,0,57,38090,6,38,48,2,0,0,0,4,38,0.0,0
19,0,19,1,0,0,0,59,55323,6,12,24,2,0,0,0,8,32,0.0,0
27,0,27,0,0,0,0,43,33038,5,13,24,4,0,2,1,19,36,13.199,0
32,4,32,1,0,0,0,44,35284,7,22,24,4,0,5,3,20,35,9.291,0
48,16,48,0,0,0,0,63,54901,3,33,36,1,0,0,0,11,24,0.0,0
36,9,36,0,0,0,0,47,40531,3,29,36,3,0,5,3,12,39,10.896,1
34,5,34,0,0,0,0,58,50928,3,29,36,2,1,4,7,12,28,13.883,0
27,0,27,1,0,0,0,74,53088,6,36,48,0,0,4,3,7,17,10.049,0
45,17,45,0,0,0,0,49,42243,7,25,36,3,0,0,0,9,41,0.0,0
34,2,34,0,0,0,0,38,48016,3,12,24,5,1,2,1,15,46,9.319,0
23,0,23,0,0,0,0,74,46647,7,36,48,0,2,0,0,3,21,0.0,0
46,18,46,1,0,0,0,55,33289,2,18,24,2,0,3,2,18,25,8.857,1
45,13,45,1,0,0,0,48,20671,5,17,24,3,3,2,2,12,39,12.867,0
33,3,33,1,0,0,0,72,51766,7,33,36,0,3,5,3,12,15,9.732,0
48,18,48,1,0,0,1,58,55303,7,30,36,2,2,4,2,10,30,8.922,0
50,20,50,0,0,0,0,49,67131,6,19,24,3,3,2,1,13,36,12.496,0
68,38,68,1,0,0,0,34,51513,1,38,48,5,0,0,0,19,45,0.0,1
53,24,53,1,0,0,1,59,51946,1,30,36,1,1,0,17,10,29,23.955,0
32,0,32,1,0,0,0,56,52532,3,5,12,2,0,2,1,7,36,11.871,0
38,6,38,0,0,0,0,57,41696,6,22,24,2,6,4,2,13,28,9.658,0
38,8,38,0,0,0,0,50,39857,5,35,36,3,3,0,0,17,32,0.0,0
30,1,30,1,0,0,0,67,41991,6,32,36,0,1,0,0,16,15,0.0,0
40,9,40,0,0,0,0,46,36284,4,41,48,3,0,4,3,14,38,10.71,0
44,13,44,1,0,0,0,51,51264,7,-1,0,3,3,0,0,7,41,0.0,1
50,21,50,1,0,0,0,58,55137,6,10,12,2,0,4,3,20,21,10.052,0
54,24,54,1,0,0,0,71,35858,4,38,48,0,1,1,8,10,17,14.666,1
26,0,26,0,0,0,1,71,71500,2,13,24,0,1,3,18,9,18,24.827,0
32,3,32,1,0,0,0,60,45716,6,28,36,1,0,5,19,11,27,27.111,0
32,2,32,0,0,0,0,52,38015,3,-2,0,3,0,1,0,9,38,0.0,0
38,9,38,0,0,0,0,59,41793,3,6,12,2,0,0,0,10,29,0.0,0
38,10,38,1,0,0,0,34,27050,7,36,48,6,1,2,1,13,51,8.072,0
37,7,37,0,0,1,0,54,32158,3,21,24,2,1,3,2,11,33,9.609,0
51,20,51,0,0,0,0,62,58694,5,18,24,1,1,6,7,8,28,13.969,0
44,13,44,0,0,0,0,55,40732,6,9,12,2,2,0,0,14,29,0.0,0
63,36,63,1,0,0,0,62,26983,3,12,24,1,3,1,1,8,29,8.242,1
37,6,37,1,0,0,0,39,35403,5,13,24,5,0,2,1,15,45,7.516,0
22,0,22,1,0,0,0,46,34587,7,-4,0,4,1,0,0,9,43,0.0,0
44,18,44,1,0,0,0,55,34633,6,-4,0,2,1,0,0,12,32,0.0,0
61,33,61,0,0,0,0,59,48017,5,10,12,1,0,4,16,18,21,23.75,0
36,4,36,0,0,0,0,58,48248,5,24,36,2,0,1,1,10,30,7.456,0
54,24,54,0,0,0,0,61,55104,3,15,24,1,1,0,0,3,35,0.0,0
30,1,30,1,0,0,0,56,38862,3,17,24,2,1,0,0,16,27,0.0,0
44,13,44,1,0,0,0,38,44992,6,28,36,5,0,2,1,11,49,8.949,0
30,0,30,0,0,0,0,62,27497,7,33,36,1,0,0,0,6,31,0.0,0
57,28,57,0,0,0,0,65,51324,6,22,24,1,5,4,2,8,26,8.476,1
55,25,55,0,0,0,0,52,29996,4,32,36,3,1,4,1,15,32,7.982,1
47,20,47,1,0,0,0,61,52628,4,5,12,1,1,0,0,12,25,0.0,0
39,8,39,1,0,0,0,61,70662,5,7,12,1,0,4,2,10,27,11.118,1
13,0,13,0,0,0,0,63,54593,3,16,24,1,1,0,0,2,34,0.0,0
29,2,29,0,0,0,0,63,31591,2,36,48,1,0,3,2,8,27,9.794,0
51,20,51,0,0,0,0,52,54402,4,8,12,3,0,0,0,20,27,0.0,1
31,2,31,1,0,0,0,58,55474,5,30,36,2,1,0,0,6,34,0.0,0
67,37,67,0,0,0,0,71,52695,3,-1,0,0,0,1,0,10,17,0.0,0
42,16,42,0,0,0,0,63,32222,5,41,48,1,1,3,1,9,27,7.436,0
63,32,63,1,0,0,0,46,55112,5,-7,0,4,1,0,0,14,38,0.0,1
36,4,36,0,0,0,0,48,48539,4,21,24,3,1,0,0,11,39,0.0,0
29,1,29,1,0,0,0,55,58607,4,32,36,2,1,0,6,9,35,12.398,0
34,3,34,1,0,0,0,62,70887,2,25,36,1,2,2,1,12,25,11.367,1
24,0,24,1,0,0,0,69,42398,3,12,24,0,3,5,2,16,14,8.683,0
24,0,24,1,0,0,0,61,51919,7,31,36,1,3,5,2,11,27,10.822,0
40,10,40,1,0,0,0,64,46482,6,17,24,1,6,0,0,7,27,0.0,0
41,13,41,0,0,0,0,70,26969,3,10,12,0,3,0,0,7,21,0.0,0
32,0,32,0,0,0,0,46,31981,2,29,36,4,1,0,0,8,44,0.0,0
28,0,28,1,0,0,0,59,48020,3,29,36,2,0,2,1,10,29,12.572,0
33,0,33,0,0,0,0,47,53072,3,-3,0,4,4,1,0,9,42,0.0,0
39,11,39,1,0,0,0,60,34566,2,15,24,1,0,2,1,8,31,9.522,0
35,3,35,0,0,0,0,52,46623,6,27,36,3,2,2,1,11,36,8.966,1
40,10,40,1,0,0,0,61,45499,3,35,48,1,1,4,1,14,23,12.787,0
74,45,74,1,0,0,0,61,50247,2,40,48,1,0,4,1,10,28,8.636,0
45,14,45,0,0,0,0,52,53204,2,40,48,3,0,5,2,8,38,10.234,0
49,19,49,0,0,0,0,58,54389,1,25,36,2,0,0,0,12,29,0.0,1
46,18,46,1,0,0,0,57,40977,6,30,36,2,4,4,3,9,33,10.108,0
44,14,44,0,0,0,0,59,32358,6,22,24,2,0,4,1,9,31,7.806,0
36,3,36,1,0,0,0,56,30528,2,10,12,2,0,0,0,13,30,0.0,0
30,2,30,1,0,0,0,43,35884,3,21,24,4,2,0,0,11,44,0.0,0
45,16,45,1,0,0,0,57,53976,4,7,12,2,0,0,21,15,27,27.971,0
39,9,39,0,0,0,0,46,53992,4,-2,0,4,0,0,0,14,38,0.0,0
32,4,32,0,0,0,0,56,37525,4,-2,0,2,0,0,0,16,26,0.0,0
37,3,37,0,0,0,0,47,47956,6,-3,0,3,1,0,0,9,43,0.0,0
37,11,37,1,0,0,0,54,47980,4,32,36,2,2,3,2,7,38,9.301,0
42,13,42,1,0,0,0,36,50925,5,29,36,5,0,1,1,9,53,12.556,0
50,17,50,0,0,0,0,65,40343,7,9,12,0,0,2,1,8,25,9.122,0
54,20,54,1,0,0,0,46,42548,3,22,24,4,1,5,3,13,40,11.96,1
40,10,40,0,0,0,0,61,67986,4,40,48,1,0,4,19,10,28,26.622,0
50,19,50,1,0,0,0,59,55299,4,40,48,2,1,5,9,11,28,15.836,1
51,23,51,1,0,0,0,53,24972,1,0,12,2,0,0,0,15,30,0.0,0
77,45,77,0,0,0,0,66,51285,2,40,48,0,2,1,1,11,22,7.422,0
39,11,39,0,0,0,0,60,48643,6,14,24,1,1,3,2,9,29,9.476,0
61,32,61,1,0,0,0,49,54918,5,11,24,3,0,5,3,9,40,11.731,1
51,22,51,1,0,0,0,68,50705,4,16,24,0,3,0,0,5,25,0.0,0
43,11,43,0,0,0,0,51,35143,4,26,36,3,0,0,7,8,40,14.06,0
33,0,33,1,0,0,0,52,33301,2,17,24,3,1,0,0,9,37,0.0,0
40,9,40,1,0,0,0,69,29072,5,40,48,0,0,2,1,6,24,12.753,0
31,4,31,0,0,0,0,49,27698,2,19,24,3,6,1,1,6,43,7.819,0
46,13,46,1,0,0,0,71,40988,5,36,48,0,1,3,1,9,19,11.457,0
44,17,44,0,0,0,0,48,51026,7,25,36,3,4,0,0,11,39,0.0,0
48,22,48,0,0,0,0,57,45691,5,21,24,2,2,0,0,17,25,0.0,1
53,26,53,1,0,0,0,70,46795,3,22,24,0,0,5,3,10,19,9.884,0
43,14,43,0,0,0,0,44,32725,3,29,36,4,0,3,1,18,37,11.639,0
36,11,36,1,0,0,0,60,35263,6,5,12,1,1,4,3,11,27,9.944,0
46,15,46,0,0,0,0,56,55084,5,-2,0,2,0,0,0,14,29,0.0,1
29,3,29,0,0,0,0,61,45900,3,35,36,1,0,0,0,11,26,0.0,0
65,35,65,1,0,0,0,56,50929,5,-1,0,2,0,0,0,12,31,0.0,1
30,0,30,1,0,0,0,43,46631,7,-4,0,4,1,1,0,8,47,0.0,0
27,1,27,1,0,0,0,61,67081,5,25,36,1,1,2,1,7,30,11.579,0
51,18,51,0,0,0,0,57,33445,7,11,24,2,1,2,1,12,30,8.983,0
40,8,40,1,0,0,0,61,33703,4,9,12,1,0,4,3,15,22,9.955,0
40,10,40,1,0,0,0,60,55859,7,26,36,1,0,0,4,10,29,12.386,0
36,8,36,0,0,0,0,59,34791,2,36,48,1,0,0,0,6,34,0.0,0
43,8,43,0,0,0,0,62,37987,4,38,48,1,1,3,3,13,23,9.709,1
29,0,29,0,0,0,0,65,54796,7,-3,0,0,3,1,0,10,23,0.0,0
62,32,62,0,0,0,0,51,43799,4,20,24,3,1,0,0,10,38,0.0,0
35,6,35,1,0,1,0,60,39847,5,19,24,1,4,0,0,13,25,0.0,1
46,16,46,0,0,0,0,32,54797,6,25,36,6,3,0,0,19,48,0.0,0
24,0,24,0,0,0,0,47,55360,2,15,24,3,1,0,0,18,34,0.0,0
43,14,43,1,0,0,0,51,46630,5,20,24,3,1,0,0,19,29,0.0,0
51,19,51,1,0,0,0,55,35406,1,9,12,2,1,0,0,10,33,0.0,0
68,39,68,1,0,0,0,57,52817,6,22,24,2,1,4,3,13,28,10.699,0
43,13,43,1,0,0,0,43,40565,6,38,48,4,1,0,0,11,44,0.0,0
42,13,42,1,0,0,0,49,53580,4,9,12,3,3,0,1,12,37,10.166,0
51,25,51,1,0,0,0,58,41827,4,6,12,2,1,0,0,15,26,0.0,0
26,0,26,0,0,0,0,73,50144,5,13,24,0,1,0,0,6,20,0.0,0
21,0,21,1,0,0,0,64,21865,4,16,24,1,2,1,1,8,27,12.186,0
32,4,32,0,0,0,0,38,47975,4,16,24,5,1,4,1,16,44,12.766,0
38,6,38,1,0,0,0,55,54015,7,27,36,2,4,0,0,12,32,0.0,0
68,38,68,0,0,0,0,43,41991,3,29,36,4,3,4,2,6,50,9.075,0
50,24,50,0,0,1,0,62,17779,6,35,48,1,2,4,3,4,33,11.463,1
39,11,39,1,0,0,0,53,25106,6,19,24,2,0,0,0,10,35,0.0,1
35,5,35,0,0,0,0,68,29828,7,11,24,0,1,2,1,10,20,8.566,1
36,2,36,0,0,0,0,70,44402,4,29,36,0,0,2,11,11,18,18.784,0
31,0,31,0,0,0,0,64,28316,4,12,24,1,0,3,1,12,22,12.332,0
31,1,31,1,0,0,0,62,47030,3,35,36,1,0,0,0,5,31,0.0,0
44,10,44,0,0,0,0,63,25838,5,20,24,1,1,5,2,4,31,11.282,1
48,18,48,0,0,0,0,54,42564,2,24,36,2,0,2,1,11,34,8.292,0
23,0,23,0,0,0,0,43,25838,3,7,12,4,0,0,0,20,35,0.0,0
28,0,28,0,0,0,0,77,29612,6,22,24,1,1,3,1,10,11,10.539,0
46,15,46,0,0,0,0,50,43260,3,39,48,3,1,3,2,11,37,8.552,0
43,14,43,0,0,0,0,49,41076,3,12,24,3,0,6,17,8,41,24.759,0
37,7,37,1,0,0,0,51,54882,5,-3,0,3,0,0,0,11,37,0.0,0
53,24,53,1,0,0,0,53,54377,4,30,36,2,0,0,0,9,37,0.0,0
41,9,41,0,0,0,0,66,53184,2,33,36,0,1,0,0,13,20,0.0,0
61,30,61,1,0,0,0,53,35444,2,8,12,3,3,1,12,10,36,19.803,0
38,7,38,0,0,0,0,48,31475,6,19,24,3,1,1,1,12,39,9.362,0
35,5,35,0,0,0,0,65,33682,7,37,48,0,0,2,5,15,19,12.288,0
45,18,45,0,0,0,0,63,31240,6,13,24,1,1,0,0,7,28,0.0,1
56,23,56,0,0,0,0,63,28696,1,33,36,1,2,0,0,6,30,0.0,0
33,6,33,1,0,0,0,48,55567,3,38,48,3,0,5,3,13,37,11.247,0
37,8,37,1,0,0,0,49,27006,3,40,48,3,0,5,3,12,38,10.518,0
52,23,52,1,0,0,0,30,51924,6,-3,0,6,2,0,0,9,59,0.0,1
55,26,55,0,0,0,0,58,26965,6,24,36,2,2,0,0,5,35,0.0,0
40,9,40,0,0,1,0,60,31945,6,27,36,1,1,0,0,8,31,0.0,1
49,17,49,0,0,0,0,74,32222,6,0,12,0,0,0,0,6,18,0.0,0
24,0,24,0,0,0,0,41,35419,5,-3,0,5,1,0,0,14,43,0.0,0
56,30,56,0,0,0,0,51,42703,3,18,24,3,0,0,0,10,38,0.0,0
20,0,20,1,0,1,0,35,49249,7,40,48,5,1,3,1,13,50,8.436,0
67,37,67,0,0,0,0,71,52695,3,-1,0,0,0,1,0,10,17,0.0,0
21,0,21,1,0,0,0,62,45994,5,25,36,1,1,4,4,10,27,12.883,0
40,11,40,0,0,0,0,44,41969,4,14,24,4,1,0,0,8,46,0.0,0
41,7,41,1,0,0,0,58,56502,3,21,24,2,0,5,4,13,28,12.627,0
47,19,47,0,0,0,0,52,31444,5,32,36,2,2,5,2,9,37,10.191,1
34,7,34,1,0,0,0,59,38211,7,14,24,1,1,1,1,8,32,7.72,0
66,41,66,0,0,0,0,58,36825,2,14,24,2,0,2,1,9,31,7.476,1
44,19,44,0,0,0,0,51,50953,3,15,24,3,2,5,3,15,33,11.681,0
32,4,32,1,0,0,0,67,51894,3,35,36,0,0,0,0,8,24,0.0,0
32,4,32,0,0,0,0,46,55007,6,11,24,4,1,0,0,11,41,0.0,0
34,4,34,0,0,0,0,51,37861,2,-5,0,2,1,0,0,13,34,0.0,0
46,14,46,1,0,0,0,57,33914,7,9,12,2,1,5,5,10,31,11.759,1
40,9,40,1,0,0,0,59,45421,6,35,36,1,1,0,0,7,33,0.0,0
32,6,32,0,0,0,0,66,33962,5,26,36,0,0,0,0,12,21,0.0,0
44,18,44,1,0,0,0,40,55269,7,29,36,5,3,0,0,15,44,0.0,1
52,20,52,0,0,0,0,59,70956,2,29,36,1,0,2,1,7,32,12.659,0
42,10,42,1,0,0,0,52,46633,5,14,24,3,0,2,1,13,33,8.029,0
49,16,49,0,0,0,0,69,41148,3,-3,0,0,0,1,0,2,27,0.0,1
38,6,38,0,0,0,0,51,52468,7,7,12,3,0,3,2,17,31,8.36,1
31,1,31,0,0,0,0,28,52327,2,35,48,7,1,1,1,17,54,9.846,0
40,11,40,0,0,0,0,69,41952,4,37,48,0,0,4,18,16,14,24.793,0
17,0,17,0,0,0,0,57,45141,5,21,24,2,0,0,0,10,32,0.0,0
59,34,59,1,0,0,0,42,41262,4,22,24,5,1,0,4,11,46,11.393,1
39,11,39,1,0,0,0,48,45384,7,37,48,3,1,3,2,9,41,10.041,0
31,2,31,1,0,0,0,59,43327,3,34,36,1,1,4,28,10,29,35.685,0
40,12,40,1,0,0,0,52,54559,6,-6,0,3,1,0,0,6,40,0.0,0
25,0,25,1,0,0,0,49,31313,2,17,24,3,1,0,0,15,35,0.0,0
47,19,47,0,0,0,0,59,28301,2,5,12,1,0,2,1,15,24,10.159,0
65,37,65,1,0,0,0,50,19864,2,-7,0,3,2,0,0,12,37,0.0,0
39,6,39,1,0,0,0,62,50891,3,40,48,1,1,4,2,13,24,12.341,0
35,11,35,1,0,0,0,64,28297,3,18,24,1,1,0,0,11,24,0.0,0
20,0,20,1,0,0,0,70,46814,5,22,24,0,0,2,2,11,18,8.637,0
18,0,18,0,0,0,0,42,35140,4,27,36,4,0,0,0,16,40,0.0,0
33,7,33,1,0,0,0,66,45822,5,41,48,0,0,0,0,9,23,0.0,0
57,29,57,1,0,0,0,51,50804,6,12,24,3,0,4,1,11,37,13.066,0
35,7,35,1,0,0,0,42,37998,2,22,24,4,2,3,2,16,41,10.091,0
23,0,23,0,0,0,0,50,51733,5,38,48,3,1,0,0,7,42,0.0,0
63,33,63,1,0,0,0,39,37968,4,36,48,5,1,0,0,14,45,0.0,1
79,49,79,1,0,0,0,61,32167,5,-4,0,1,1,0,0,9,28,0.0,1
43,14,43,0,0,0,0,49,24843,5,7,12,3,2,0,0,12,37,0.0,1
25,0,25,1,0,0,0,59,49343,6,12,24,1,0,0,0,8,31,0.0,0
12,0,12,0,0,0,0,52,46071,5,27,36,3,0,0,0,15,32,0.0,0
38,13,38,1,0,0,0,40,27360,7,20,24,5,3,0,0,7,51,0.0,1
32,5,32,0,0,0,0,53,48050,4,29,36,2,0,1,1,12,34,9.233,0
39,10,39,0,0,0,0,50,53372,7,29,36,3,3,4,3,12,37,9.57,0
38,10,38,0,0,0,0,60,46622,7,40,48,1,3,0,0,8,31,0.0,0
45,20,45,1,0,0,0,59,45293,3,40,48,1,2,1,1,11,28,11.202,0
48,25,48,0,0,0,0,49,54617,5,12,24,3,0,1,1,16,34,9.306,0
43,11,43,1,0,0,0,45,28310,4,10,12,4,4,0,0,13,41,0.0,0
50,19,50,1,0,0,0,56,29765,5,32,36,2,0,1,1,9,33,7.999,1
48,22,48,1,0,0,0,61,38872,3,22,24,1,1,3,1,10,27,8.466,1
22,0,22,0,0,0,0,50,39975,2,32,36,3,3,0,0,16,33,0.0,0
48,21,48,1,0,0,0,71,45665,2,38,48,0,0,4,3,5,23,9.916,1
41,12,41,0,0,0,0,65,42711,5,12,24,0,1,5,10,11,23,17.317,1
47,21,47,0,0,0,0,45,30041,3,26,36,4,2,0,0,11,43,0.0,1
26,0,26,1,0,0,0,34,38944,2,12,24,6,1,4,1,16,49,8.382,0
67,36,67,1,0,0,0,59,25481,6,26,36,1,0,0,0,10,29,0.0,0
48,17,48,0,0,1,0,51,38245,3,40,48,3,1,4,2,7,41,10.007,1
62,31,62,0,0,0,0,68,55529,5,11,24,0,1,0,0,6,25,0.0,0
43,16,43,0,0,0,0,57,54996,6,40,48,2,1,1,26,12,29,32.442,0
25,0,25,0,0,0,0,47,35396,6,40,48,4,3,0,0,12,40,0.0,0
38,9,38,0,0,0,0,68,64823,6,32,36,0,1,2,1,9,22,10.566,0
33,3,33,1,0,0,0,41,32913,7,14,24,5,2,4,2,10,48,12.273,0
34,4,34,1,0,0,0,64,47970,3,22,24,0,2,2,1,12,23,12.327,0
29,0,29,0,0,0,0,61,39293,4,6,12,1,3,3,2,7,30,12.615,0
20,0,20,0,0,0,0,69,46996,4,17,24,0,2,0,0,10,19,0.0,0
42,13,42,0,0,0,0,56,40661,4,16,24,2,1,2,1,7,36,10.223,0
37,10,37,0,0,0,0,68,35417,5,41,48,0,0,5,2,13,17,11.078,0
44,15,44,0,0,0,0,55,44713,2,11,24,2,2,0,0,14,29,0.0,1
37,7,37,0,0,0,0,56,63379,3,35,48,2,4,0,19,14,29,26.209,0
43,12,43,1,0,0,0,65,49013,4,23,36,0,1,0,0,7,26,0.0,0
27,0,27,0,0,0,0,74,48575,7,29,36,0,5,3,2,12,13,10.901,0
22,0,22,0,0,0,0,48,30953,6,17,24,3,4,5,3,11,39,9.414,0
45,14,45,0,0,0,0,37,30976,7,6,12,5,0,0,0,20,42,0.0,0
43,17,43,0,0,0,0,48,42165,2,33,36,3,1,0,0,10,40,0.0,1
29,0,29,0,0,0,0,51,35404,7,28,36,3,3,0,0,5,42,0.0,0
38,11,38,0,0,0,0,51,50116,3,18,24,3,0,4,1,15,33,8.326,0
34,7,34,1,0,0,0,68,47994,3,33,36,0,0,0,0,13,17,0.0,0
78,46,78,1,0,1,0,42,45732,3,41,48,4,1,3,2,12,45,9.204,1
43,13,43,1,0,0,0,49,42888,3,37,48,3,1,0,0,19,31,0.0,1
50,23,50,0,0,0,0,53,51915,6,20,24,2,0,0,0,15,31,0.0,0
19,0,19,1,0,0,0,60,45301,3,31,36,1,1,0,0,7,32,0.0,0
46,18,46,0,0,0,0,41,20653,2,36,48,4,1,3,1,12,45,11.099,1
34,4,34,0,0,0,0,52,54027,3,30,36,2,0,0,0,13,33,0.0,0
34,8,34,0,0,0,0,61,37164,2,41,48,1,0,0,0,12,25,0.0,0
24,0,24,1,0,0,0,70,19906,3,39,48,0,0,3,2,10,19,12.264,0
34,2,34,0,0,0,0,57,55059,4,41,48,2,4,3,1,8,33,12.682,0
49,19,49,0,0,0,0,57,42409,3,22,24,2,0,2,1,11,30,7.912,1
12,0,12,0,0,0,0,42,43166,5,6,12,4,1,4,2,26,31,12.721,0
45,21,45,0,0,0,0,47,48556,4,19,24,4,1,0,0,12,40,0.0,0
43,13,43,0,0,0,0,46,45954,4,7,12,4,1,5,3,10,42,12.729,1
28,0,28,1,0,0,0,54,48116,4,12,24,2,4,6,11,15,30,18.453,0
35,7,35,0,0,0,0,28,39286,4,17,24,7,2,0,0,14,57,0.0,1
33,7,33,1,0,0,0,66,45822,5,41,48,0,0,0,0,9,23,0.0,0
68,40,68,1,0,0,0,52,50000,2,31,36,3,1,0,0,7,39,0.0,0
35,4,35,1,0,0,0,53,23357,6,-6,0,2,4,0,0,7,38,0.0,0
35,6,35,1,0,0,0,51,41819,4,35,36,3,1,3,1,15,33,7.256,0
49,16,49,0,0,0,0,55,27050,2,31,36,2,0,0,0,11,33,0.0,0
19,0,19,1,0,0,0,40,43651,2,12,24,5,0,0,0,9,49,0.0,0
47,22,47,0,0,0,0,52,41035,5,41,48,3,7,0,0,19,28,0.0,1
51,21,51,1,0,0,0,62,46059,5,32,36,1,2,0,0,6,31,0.0,0
41,8,41,0,0,0,0,55,54872,2,21,24,2,0,3,1,10,34,11.022,0
38,10,38,1,0,0,0,59,29998,5,15,24,1,0,0,0,13,26,0.0,0
36,10,36,0,0,0,0,62,27037,6,10,12,1,1,0,0,12,25,0.0,0
35,4,35,1,0,0,0,53,49436,2,-4,0,2,0,0,0,8,38,0.0,0
42,11,42,1,0,0,0,70,45804,3,23,36,0,1,0,0,11,17,0.0,1
57,26,57,1,0,0,0,60,42599,5,33,36,1,0,4,1,19,20,8.682,1
55,25,55,1,0,0,0,59,40994,4,17,24,1,3,0,0,10,30,0.0,1
34,4,34,0,0,0,0,53,41372,5,22,24,3,0,6,3,6,39,10.229,0
40,10,40,1,0,0,0,64,69686,2,9,12,0,0,3,19,11,23,26.088,0
46,14,46,0,0,0,0,67,47993,4,28,36,0,0,0,0,9,23,0.0,1
61,34,61,0,0,0,0,56,45649,3,-4,0,2,5,6,0,7,35,0.0,0
45,13,45,1,0,0,0,58,45730,6,-4,0,2,3,0,0,5,36,0.0,1
25,0,25,0,0,0,0,64,48003,5,27,36,1,0,0,0,7,28,0.0,0
50,20,50,1,0,0,0,52,33300,3,29,36,3,0,5,2,16,31,10.537,0
31,1,31,0,0,0,0,73,55012,7,26,36,0,2,3,2,10,16,12.193,0
47,20,47,1,0,0,0,65,50961,1,5,12,0,0,4,2,12,21,9.153,0
42,15,42,1,0,0,0,37,45385,6,7,12,5,0,5,3,20,42,11.597,0
44,11,44,1,0,0,0,61,52586,3,23,36,1,0,0,0,15,23,0.0,0
41,12,41,1,0,0,0,58,48689,2,18,24,1,0,5,2,13,27,9.163,1
27,0,27,0,0,0,0,61,30320,3,25,36,1,2,4,3,13,25,9.341,0
37,6,37,1,0,0,0,60,62646,4,17,24,1,0,2,1,15,23,11.417,0
24,0,24,0,0,0,0,56,32936,2,14,24,2,1,0,0,8,35,0.0,0
33,5,33,0,0,0,0,52,36389,5,29,36,3,4,0,0,9,38,0.0,0
15,0,15,0,0,0,0,55,44731,6,32,36,2,0,0,0,13,31,0.0,0
52,24,52,0,0,0,0,71,44364,5,20,24,0,2,0,0,10,17,0.0,0
45,16,45,1,0,0,0,47,41871,7,32,36,3,0,4,2,13,39,8.55,0
43,14,43,0,0,0,0,48,45097,2,14,24,3,1,0,0,11,40,0.0,0
45,9,45,0,0,0,0,47,44392,5,18,24,3,0,0,0,17,35,0.0,0
73,45,73,1,0,0,0,71,35416,4,32,36,0,0,0,0,13,15,0.0,0
37,6,37,0,0,0,0,42,50171,7,37,48,4,6,3,1,15,41,11.959,0
24,0,24,1,0,0,0,48,41963,5,39,48,3,0,3,1,14,36,12.382,0
57,28,57,1,0,0,0,64,42531,6,26,36,1,0,0,0,8,27,0.0,1
35,6,35,1,0,0,0,26,38891,4,5,12,7,0,4,2,18,55,11.356,0
32,1,32,1,0,0,0,41,50630,3,29,36,4,3,3,2,8,49,12.649,0
59,32,59,1,0,0,0,72,33132,6,-6,0,0,1,0,0,7,19,0.0,0
55,23,55,0,0,0,0,61,47214,4,17,24,1,0,0,0,11,26,0.0,0
35,3,35,0,0,0,0,57,42709,7,14,24,2,1,0,0,9,32,0.0,0
50,21,50,1,0,0,0,58,23253,6,-2,0,2,0,0,0,13,27,0.0,0
50,17,50,0,0,0,0,45,46145,6,40,48,4,2,5,19,10,43,26.271,0
23,0,23,0,0,0,0,58,39439,3,10,12,2,2,0,0,8,32,0.0,0
47,22,47,1,0,0,0,68,47694,5,15,24,0,1,0,0,8,23,0.0,0
44,16,44,1,0,0,0,59,34791,2,29,36,1,0,6,22,6,34,28.942,1
35,7,35,1,0,0,0,49,31893,7,20,24,3,2,2,2,13,37,11.266,0
20,0,20,0,0,0,0,41,35253,7,22,24,4,2,2,1,8,49,10.399,0
43,14,43,0,0,0,0,61,54631,3,39,48,1,0,4,1,5,32,7.359,1
56,25,56,0,0,0,0,69,26958,1,-5,0,0,0,0,0,10,19,0.0,0
40,12,40,1,0,0,0,42,45379,4,29,36,4,0,5,3,11,45,10.798,0
45,13,45,0,0,0,0,68,53196,6,-5,0,0,0,1,0,8,23,0.0,0
24,0,24,0,0,0,0,53,50724,2,18,24,3,3,2,1,12,34,8.882,0
35,0,35,1,0,0,0,59,48024,7,8,12,2,0,4,2,9,30,9.189,0
30,1,30,1,0,0,0,67,45953,2,41,48,0,2,3,9,6,26,15.775,0
31,1,31,0,0,0,0,48,37308,6,40,48,3,0,2,1,15,35,11.402,0
37,8,37,0,0,0,0,68,52493,7,41,48,0,3,4,2,10,21,12.095,0
35,0,35,0,0,0,0,60,55426,3,12,24,1,0,0,0,12,26,0.0,0
24,0,24,0,0,0,0,56,55056,7,12,24,2,3,0,0,14,28,0.0,0
48,21,48,1,0,0,0,55,51907,4,32,36,2,1,0,0,9,34,0.0,0
49,15,49,1,0,0,0,63,48008,3,38,48,1,0,4,3,16,19,13.162,1
19,0,19,1,0,0,0,25,26080,7,39,48,7,1,3,1,22,51,7.569,0
41,14,41,0,0,0,0,41,29088,2,33,36,4,2,0,0,20,37,0.0,0
23,0,23,0,0,0,0,65,34589,7,-5,0,0,1,0,0,13,21,0.0,0
40,8,40,1,0,0,0,44,35281,7,7,12,4,0,0,0,14,41,0.0,0
47,22,47,1,0,0,0,38,48033,2,13,24,5,0,0,0,20,41,0.0,0
66,35,66,0,0,0,0,46,50159,4,38,48,4,0,4,1,17,35,9.099,1
47,19,47,1,0,0,0,63,29924,6,35,36,1,1,2,1,6,30,7.649,0
